event_id,time,scenario_phase,weather_condition,crowd_outside,transport_arrival_next_10min,crowd_growth_rate,gate_a_queue,gate_b_queue,gate_c_queue,gate_d_queue,gate_a_status,gate_b_status,gate_c_status,gate_d_status,section_a,section_b,section_c,section_d,food_court,toilet,facility_demand_forecast,parking_occupancy_percent,emergency_status,staff_security,staff_food,staff_medical,vip_early_entry,risk_level,predicted_risk_next_15min,bottleneck_prediction,recommended_action
E013_T17,10:20:00Z,event_active,Clear,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,135,135,135,135,11,34,Medium_Facility_Demand,7,Normal,5,3,2,False,Low,Low,No_Bottleneck,normal_operations
E013_T18,10:25:00Z,event_active,Light_Rain,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,135,135,135,135,3,52,Medium_Facility_Demand,78,Normal,5,3,2,False,Low,Low,No_Bottleneck,normal_operations
E013_T19,10:30:00Z,event_active,Cloudy,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,135,135,135,135,46,37,Medium_Facility_Demand,84,Normal,5,3,2,False,Low,Low,No_Bottleneck,normal_operations
E013_T20,10:35:00Z,event_active,Clear,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,135,135,135,135,1,36,Medium_Facility_Demand,80,Normal,5,3,2,False,Low,Low,No_Bottleneck,normal_operations
E013_T21,10:40:00Z,event_active,Light_Rain,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,135,135,135,135,65,23,Medium_Facility_Demand,5,Normal,5,3,2,False,Low,Low,No_Bottleneck,normal_operations
E013_T22,10:45:00Z,halftime_prep,Cloudy,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,158,155,151,109,184,151,Critical_Food_Demand,31,Normal,5,6,2,False,Low,Low,Food_Court_Bottleneck,manage_food_queue
E013_T23,10:50:00Z,halftime_exit,Heavy_Rain,4,0,400.0,0,0,0,0,Closed,Closed,Closed,Closed,128,146,166,109,55,146,Medium_Facility_Demand,51,Normal,5,6,2,False,Low,Low,Toilet_Bottleneck,deploy_food_staff
E013_T24,10:55:00Z,halftime_peak,Heavy_Rain,0,0,-100.0,0,0,0,0,Closed,Closed,Closed,Closed,152,92,140,147,254,173,Critical_Food_Demand,16,Normal,5,6,2,False,Medium,Low,Food_Court_Bottleneck,manage_food_queue
E013_T25,11:00:00Z,halftime_return,Cloudy,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,147,173,118,125,233,35,Critical_Food_Demand,42,Normal,5,6,2,False,Low,Low,Food_Court_Bottleneck,manage_food_queue
E013_T26,11:05:00Z,halftime_return,Heavy_Rain,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,127,130,131,130,171,133,High_Food_Demand,55,Normal,5,6,2,False,Low,Low,No_Bottleneck,normal_operations
E013_T27,11:10:00Z,event_active,Cloudy,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,135,135,135,135,30,26,Medium_Facility_Demand,45,Normal,5,3,2,False,Low,Low,No_Bottleneck,normal_operations
E013_T28,11:15:00Z,event_active,Light_Rain,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,135,135,135,135,13,33,Medium_Facility_Demand,42,Normal,5,3,2,False,Low,Low,No_Bottleneck,normal_operations
E013_T29,11:20:00Z,event_active,Cloudy,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,135,135,135,135,53,20,Medium_Facility_Demand,7,Normal,5,3,2,False,Low,Low,No_Bottleneck,normal_operations
E013_T30,11:25:00Z,event_active,Light_Rain,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,135,135,135,135,40,1,Medium_Facility_Demand,10,Normal,5,3,2,False,Low,Low,No_Bottleneck,normal_operations
E013_T31,11:30:00Z,event_end,Clear,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,135,135,135,135,15,33,Medium_Facility_Demand,79,Normal,5,3,2,False,Low,Low,No_Bottleneck,normal_operations
E013_T32,11:35:00Z,exit_start,Light_Rain,0,44,0.0,133,0,0,0,Open,Closed,Closed,Closed,102,102,102,102,55,13,Medium_Facility_Demand,63,Normal,5,3,2,False,Medium,High,No_Bottleneck,open_more_exits
E013_T33,11:40:00Z,exit_rush,Light_Rain,0,32,0.0,24,67,96,22,Open,Open,Open,Open,83,83,83,83,67,39,Low_Facility_Demand,27,Normal,5,3,2,False,Low,High,No_Bottleneck,balanced_exit
E013_T34,11:45:00Z,exit_rush,Light_Rain,0,44,0.0,95,42,88,55,Open,Open,Open,Open,65,65,65,65,35,25,Low_Facility_Demand,56,Normal,5,3,2,False,Low,High,No_Bottleneck,balanced_exit
E013_T35,11:50:00Z,exit_rush,Cloudy,0,56,0.0,90,93,65,85,Open,Open,Open,Open,52,52,52,52,6,53,Low_Facility_Demand,46,Normal,5,3,2,False,Low,High,No_Bottleneck,balanced_exit
E013_T36,11:55:00Z,exit_complete,Clear,0,42,0.0,26,44,20,20,Open,Open,Open,Open,108,108,108,108,66,46,Medium_Facility_Demand,62,Normal,5,3,2,False,Low,Medium,No_Bottleneck,balanced_exit
E013_T37,12:00:00Z,exit_complete,Heavy_Rain,0,72,0.0,56,71,38,71,Open,Open,Open,Open,76,76,76,76,67,36,Low_Facility_Demand,63,Normal,5,3,2,False,Low,Medium,No_Bottleneck,balanced_exit
E013_T38,12:05:00Z,exit_complete,Clear,0,46,0.0,57,98,38,80,Open,Open,Open,Open,67,67,67,67,29,31,Low_Facility_Demand,58,Normal,5,3,2,False,Low,High,No_Bottleneck,balanced_exit
E014_T01,09:00:00Z,pre_event,Clear,43,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,0,0,0,0,11,23,Low_Facility_Demand,21,Normal,5,3,2,False,Low,Low,No_Bottleneck,monitor_only
E014_T02,09:15:00Z,pre_event,Cloudy,87,0,102.8,0,0,0,0,Closed,Closed,Closed,Closed,0,0,0,0,3,20,Low_Facility_Demand,59,Normal,5,3,2,False,Low,Low,No_Bottleneck,monitor_only
E014_T03,09:30:00Z,pre_event,Heavy_Rain,130,28,50.3,0,0,0,0,Closed,Closed,Closed,Closed,0,0,0,0,11,15,Low_Facility_Demand,80,Normal,5,3,2,True,Medium,Low,No_Bottleneck,prepare_gates
E014_T04,09:45:00Z,pre_event,Cloudy,174,120,34.2,0,0,0,0,Closed,Closed,Closed,Closed,0,0,0,0,41,21,Low_Facility_Demand,42,Normal,5,3,2,False,Medium,Low,No_Bottleneck,prepare_gates
E014_T05,09:20:00Z,entry_start,Cloudy,386,110,121.8,89,0,0,0,Open,Closed,Closed,Closed,89,89,89,89,1,26,Medium_Facility_Demand,19,Normal,7,3,3,False,High,High,No_Bottleneck,open_gate_c
E014_T06,09:25:00Z,entry_start,Light_Rain,336,81,-13.0,120,0,0,0,Open,Closed,Closed,Closed,120,120,120,120,6,27,Medium_Facility_Demand,69,Normal,7,3,3,False,High,High,No_Bottleneck,open_gate_c
